latitude,longitude,target_no,target_name,type,subtype,dimensions_ft,top_of_target_depth_ft,water_depth_ft,material,Type (New),Class (New),Subclass (New),target_description,css_surveyed,css_survey_date,css_dimensions,css_water_depth_ft,css_historically_explored,css_description,css_url,dcs_target_no,dcs_scuba_footage,dcs_scuba_date,dcs_dimensions,dcs_notes,dcs_history_url,dcs_video_url,luvm_url,sc_newly_uncovered_target,sc_newly_uncovered_wreck,sc_rov_dive_date,sc_top_of_target_ft,sc_water_depth_ft,sc_video_url,sc_current_footage_status,sc_initial_footage_status,sc_howto_access
47.6325326,-122.3286632,LU065,Cannery Tender,Shipwreck,Cannery Tender,TBD,#N/A,40,Metal,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,NA,40,Yes,Cannery Tender,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU65,29,yes,NA,NA,NA,http://www.dcsfilms.com/Site_4/Lake_Union_cannery_tender.html,"https://youtu.be/MPdt7ysqP_A?si=QgISx3mTvmRHL4Ll, https://youtu.be/j9EGgB4O8b8?si=uSLPfmQwepqfIZO9",http://www.lakeunionhistory.org/Cannery_Tender.html,no,no,NA,,,NA,Historical Footage,Historical Footage,Lake Union Dry Dock Piers
47.6310925,-122.3281916,LU066,Previous Harley Davidson Site,Vehicle,Stated to have been removed along with unnamed partial Barge with Bridge repair,NA,#N/A,15,Metal,Vessel,Car Wreck,Metal,SDOT likely removed as part of eastlake way bidge project,No,NA,TBD,15,Yes,Stated to have been removed along with unnamed partial Barge with Bridge repair,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU66,25,yes,NA,NA,motorcycle,http://www.dcsfilms.com/Site_4/Harley_Davidson.html,https://vimeo.com/23784248?fl=pl&fe=sh,NA,no,no,3June2026,,,NA,Updated Footage,Historical Footage,Next to LUDD
47.6336477,-122.3280893,LU067,Likely Barge,Unknown,Likely Barge,TBD,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Likely Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU67,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6339252,-122.3279334,LU068,Likely Barge,Barge,Barge,TBD,#N/A,40,Unknown,Vessel,Barge Wreck,Unknown Material,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,28' x 8',40,No,Barge,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU68,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6356183,-122.3323852,LU069,Collapsed Wooden Boat,Shipwreck,Boat Partially in Mud,28' x 8',#N/A,40,Unknown,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,NA,40,No,Boat Partially in Mud,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU69,NA,NA,NA,NA,NA,NA,,NA,no,no,2June2026,,,NA,First Footage,No Footage,Boat
47.6344759,-122.329419,LU070,Ladder Debris Field,Debris,Dry Dock Debris - Multiple Ladders - Possible Barge Tucked under Dock,NA,#N/A,40,Metal,Debris,Man Made,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Dry Dock Debris - Multiple Ladders - Possible Barge Tucked under Dock,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU70,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Lake Union Dry Dock Piers
47.6363333,-122.3298851,LU071,Pleasure Craft,Unknown,Hard Return - Poor Image far Under Dock,TBD,#N/A,40,Unknown,Vessel,Shipwreck,Metal,Shipwreck City has yet to explore this target. See below resources for information. ,No,NA,9' x 5',40,No,Hard Return - Poor Image far Under Dock,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU71,NA,NA,NA,NA,NA,NA,,NA,no,no,2June2026,,,NA,First Footage,No Footage,Terry Pettus Park
47.6364877,-122.333441,LU072,Debris,Unknown,Unknown Debris Item with Cable. Looks like two small boats on Lowrance Data - Better angle.,9' x 5',#N/A,40,Unknown,Debris,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,12',40,No,Unknown Debris Item with Cable. Looks like two small boats on Lowrance Data - Better angle.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU72,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Boat
47.6370577,-122.3339546,LU073,Possible Airplane Drop Tank,Unknown,Unknown Debris Item. Possible small Boat.,12',#N/A,40,Unknown,Debris,Plane Wreck,Metal,"Shipwreck City Data
This target has been explored by Shipwreck City but remains unidentified. It is currently classified under debris, with a likely subtype of plane wreck given its metal construction. Resting in 40 feet of water, the object measures roughly 12 feet in length and has a tapered, cylindrical shape consistent with an aircraft wing drop tank. The object is partially submerged in the lakebed sediment, with only its upper surface exposed. A significant breach or damaged section is visible along the midsection, torn open and coated in algae and biofouling around the exposed edges, while the tapered end shows visible flanges and what appear to be plumbing attachments. The extent of the damage makes it difficult to determine whether it occurred on impact, during sinking, or through decades of degradation. A follow-up dive is recommended to confirm the identification and inspect the attachment points and damaged section more closely.
Prior Research and Theories
This target has been logged twice by Coastal Sensing & Survey under LU73: an initial entry from January 28, 2020 recorded simply as an unknown target, and a later entry from August 22, 2021 identifying it as a kayak. That identification differs from the drop-tank theory suggested by the more recent Shipwreck City imagery, so the two accounts should be reconciled on a future dive.
Additional Context
This target has not been historically identified. If confirmed as a drop tank, it would fit a well-documented pattern of these tanks getting a second life after military service. Jettisoned drop tanks from downed or returning aircraft have been repurposed by civilians as boats in multiple documented cases — from Vietnamese farmers who split Vietnam War-era tanks into functional river canoes, still in use decades later, to WWII airmen in the Pacific who built drop-tank multihull sailing racers of their own. If this object saw similar reuse, it may represent a small custom-built or repurposed craft rather than a straightforward discarded tank, which would also help explain the ""possible small boat"" classification in its original naming.",Yes,NA,35',40,No,Unknown Debris Item. Possible small Boat.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU73,NA,NA,NA,NA,NA,NA,,NA,no,no,2June2026,,,NA,First Footage,No Footage,Boat
47.6384343,-122.3315968,LU074,Bulwarks Boat,Shipwreck,Bulwarks Boat,35',#N/A,4.5,Unknown,Vessel,Shipwreck,Wood,"Type: Vessel | Class: Shipwreck | Subclass: Wood
Shipwreck City Data
This target has been classified as a wood shipwreck. Resting in 4 feet of water and measuring roughly 35 feet in length. Total dimensions are unable to be fully classified due to debris and condition of the vessel. Ribs are visible in some areas as outer planking and inner sheathing have fallen. Significant debris are on top of the wreck which is not beleived to be part of the original vessel.
Prior Research and Theories
Previously, Coastal Sensing & Survey had classified this target as LU74. Described as the bulwarks boat. ",Yes,NA,TBD,4.5,Yes,Bulwarks Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU74,NA,NA,NA,NA,NA,NA,,NA,no,no,2June2026,,,NA,First Footage,No Footage,Flo Villa Houseboat Pier ?
47.6393933,-122.3340273,LU075,Wooden Debris,Unknown,TBD,TBD,#N/A,40,Unknown,Debris,Man Made,Wood,"Type: Debris | Class: Man Made | Subclass: Wood
Shipwreck City Data
This target has been classified as man made wood debris. Resting in 40 feet of water and measuring roughly X feet in length. Debris appears to be two pieces two-by-four cut wood connected. Appears to be smaller metal pieces attached on the outside of the wood. Rope appears to be connected to the target as well. Other debris in the area includes a metal pipe. 
Prior Research and Theories
Previously, Coastal Sensing & Survey had classified this target as LU75. Described as a unknown target. 
",Yes - Need HR Scan,NA,24' x 8',40,No,TBD,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU75,NA,NA,NA,NA,NA,NA,,NA,no,no,2June2026,,,NA,First Footage,No Footage,Boat
47.6401027,-122.3327699,LU076,DARE-LES (WN 3986 D),Shipwreck,Fiberglass boat with cabin,24' x 8',#N/A,40,Fiberglass,Vessel,Shipwreck,Fiberglass,"Type: Vessel | Class: Shipwreck | Subclass: Fiberglass
Shipwreck City Data
This target has been classified as fiberglass shipwreck. Resting in 40 feet of water and measuring roughly 24 feet by 8 feet. The vessel’s name is the Dare-Les and the Hull I.D. on the bow looks to be WN3986D. The vessel is in good condition with only minor damage to the upper superstructure.  Main cabin is still upright and some deck wood is still visible. 
Prior Research and Theories
Previously, Coastal Sensing & Survey had classified this target as LU76. Described as an unknown target. 
",Yes,NA,25' x 4',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU76,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.6401985,-122.3329749,LU077,Small Wooden Boat,Shipwreck,Small wooden boat,25' x 4',#N/A,40,Unknown,Vessel,Shipwreck,Wood,"Type: Vessel | Class: Shipwreck | Subclass: Wood
Shipwreck City Data
This target has been classified as wood shipwreck. Resting in 40 feet of water and measuring roughly 25 feet by 4 feet. Wood frame and possible gunwale and capping is viewable. Unable to determine bow and stern due to condition of the wreck. Large amount of sediment inside the wreck. Hollow body with low to minimal deck material visible. 
Prior Research and Theories
Previously, Coastal Sensing & Survey had classified this target as LU77. Described as an unknown target. 
",Yes,NA,35',40,No,Dock Section,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU77,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.6402997,-122.3322915,LU078,Betty W.,Shipwreck,35' wooden vessel with cabin,35',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,40,Yes,35' sailing vessel,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU78,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.6423027,-122.3324875,LU079,Debris field,Unknown,Unknown Debris Item - possibly near net or tarp in mud.,NA,#N/A,40,Unknown,Debris,Unknown,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,40,No,Unknown Debris Item - possibly near net or tarp in mud.,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU79,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.642335,-122.3322265,LU080,Debris field,Unknown,Unknown Debris Items with Elevation,NA,#N/A,40,Unknown,Debris,Unknown,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,40,No,Unknown Debris Items with Elevation,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU80,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.6429257,-122.3300108,LU081,Small Metal Boat with Docks,Shipwreck,Small Metal Boat with sunken docks nearby,TBD,#N/A,NA,Metal,Vessel,Shipwreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,NA,No,Small Boat - Need new scan,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU81,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Chinook Lake Union Boat Moorage
47.6532356,-122.3243413,LU082,Work Boat,Shipwreck,"Unknown work boat, with wood / concrete dock adjacent",TBD,#N/A,35,Metal,Vessel,Shipwreck,Mixed Materials,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,35,No,Unknown Wreckage - Likely Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU82,NA,NA,NA,NA,NA,NA,,NA,no,no,4May2026,,,NA,First Footage,No Footage,Ivar's Salmon House
47.653416,-122.323888,LU083,Small Wood Barge,Barge,Barge and Debris Against Bulkhead,TBD,#N/A,20,Wood,Vessel,Barge Wreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,24' x 12',20,No,Barge and Debris Against Bulkhead,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU83,NA,NA,NA,NA,NA,NA,,NA,no,no,4May2026,,,NA,First Footage,No Footage,Ivar's Salmon House
47.6526364,-122.3266395,LU084,Metal Barge,Barge,Barge near end of Dock Pilings & Stormwater Outfall,24' x 12',#N/A,30,Metal,Vessel,Barge Wreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,TBD,30,No,Barge near end of Dock Pilings & Stormwater Outfall,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU84,NA,NA,NA,NA,NA,NA,,NA,no,no,4May2026,,,NA,First Footage,No Footage,boat
47.6295167,-122.3319167,LU085,Gypsy Trader,Shipwreck,Shipwreck,TBD,#N/A,40,Unknown,Vessel,Shipwreck,Wood,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,14' x 4.5',40,Yes,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU85,26,no?,NA,NA,NA,http://www.dcsfilms.com/Site_4/gypsy_trader.html,,NA,no,no,NA,,,NA,Historical Footage,Historical Footage,Moss Bay Piers ?
47.6398464,-122.3326612,LU086,Small Wooden Boat,Shipwreck,Small wooden boat,14' x 4.5',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,14',40,No,Row Boat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU86,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.6321552,-122.3309114,LU087,Kayak (Resonance Brand),Shipwreck,Kayak,14',#N/A,40,Unknown,Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,45' x 15',40,No,Kayak,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU87,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,First Footage,No Footage,Boat
47.6417884,-122.3415698,LU088,Possible Sailboat,Shipwreck,Large vessel under dock possible sailboat,45' x 15',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,TBD,40,No,Large vessel under dock possible sailboat,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU88,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,Signature Yachts Pier ?
47.6444762,-122.3421089,LU089,Debris field,Shipwreck,Shipwreck - Odd angle on sonar,TBD,#N/A,40,Unknown,Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,24' x8',40,No,Shipwreck - Odd angle on sonar,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU89,NA,NA,NA,NA,NA,NA,,NA,no,no,2June2026,,,NA,First Footage,No Footage,Boat
47.6456063,-122.346392,LU090,Shipwerck,Shipwreck,Shipwreck,24' x8',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,35' x 8',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU90,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
47.6456792,-122.3465488,LU091,Shipwreck,Shipwreck,Shipwreck,35' x 8',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,25',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU91,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
47.6457612,-122.3466827,LU092,Shipwreck,Shipwreck,Shipwreck,25',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,12' x 5',40,No,Shipwreck,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU92,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
47.6453658,-122.3466169,LU093,Shipwreck,Shipwreck,Shipwreck - Small tender,12' x 5',#N/A,40,Unknown,Vessel,Unknown,N/A,Shipwreck City has yet to explore this target. See below resources for information. ,Yes,NA,14,40,No,Shipwreck - Small tender,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU93,NA,NA,NA,NA,NA,NA,,NA,no,no,NA,,,NA,No Footage,No Footage,The Old Boathouse ?
47.6414172,-122.3335132,LU094,Fiberglass Rowboat,Shipwreck,Unknown Fiberglass Rowboat / Canoe,14,#N/A,40,Unknown,Vessel,Shipwreck,Fiberglass,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,15' x 6',40,No,Canoe,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU94,NA,NA,NA,NA,NA,NA,,NA,no,no,6May2026,,,NA,First Footage,No Footage,Boat
47.64058,-122.33444,LU095,Wooden Boat,Shipwreck,Wooden boat,15' x 6',#N/A,40,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,14' x 4.5',40,No,Dinghy,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU95,NA,NA,NA,NA,NA,NA,,NA,no,no,"5May2026, 6May2026",,,NA,First Footage,No Footage,Boat
47.6405827,-122.3344565,LU096,Fiberglass Boat (WN 7352 JD),Shipwreck,Fiberglass boat,14' x 4.5',#N/A,40,Fiberglass,Vessel,Shipwreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,40,No,Dinghy,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU96,NA,NA,NA,NA,NA,NA,,NA,no,no,"5May2026, 6May2026",,,NA,First Footage,No Footage,Boat
47.6530563,-122.3235765,LU097,Cables,Infrastructure,Cable Area,NA,#N/A,20,Mixed (Debris),Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",Yes,NA,NA,20,No,Cable Area,https://www.coastalsensing.com/survey-target-logs-lake-union/tag/LU97,NA,NA,NA,NA,NA,NA,,NA,no,no,4May2026,,,NA,First Footage,No Footage,Ivar's Salmon House
47.64503173,-122.3373284,LU098,Pleasure Craft,Shipwreck,Pleasure craft,24 x 8,#N/A,23,Metal,Vessel,Shipwreck,Mixed Materials,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,23,No,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,yes,13Dec2025,,,https://www.youtube.com/watch?v=MPLPYdXKrpQ,First Footage,No Footage,Gas Works Park
47.66586737,-122.3910028,LU099,"Onondaga (Arctic Explorer, WPG-79)",Shipwreck,Coast Guard Cutter (light ice breaker),165 x 36,#N/A,4,Metal,Vessel,Shipwreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!). The Onondaga has a rich history, explained on her Wikipedia page (https://en.wikipedia.org/wiki/USCGC_Onondaga)",No,NA,NA,NA,NA,NA,NA,36,no,NA,"165 x 36 x 13'7""","Coast Guard ""A"" Class cutter",NA,,NA,no,no,12Apr2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
47.66607402,-122.3909559,LU100,Cruising Vessel,Shipwreck,Cruising Vessel,Unknown,#N/A,TBD,Fiberglass,Vessel,Shipwreck,Fiberglass,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,no,12Apr2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
47.66607493,-122.3908948,LU101,Cruising Vessel,Shipwreck,Cruising Vessel,Unknown,#N/A,TBD,Fiberglass,Vessel,Shipwreck,Mixed Materials,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,no,12Apr2026,,,NA,Updated Footage,Historical Footage,Stabbert Marina
47.64996174,-122.355326,LU102,Car Wreck (V6),Vehicle,Car,Unknown,#N/A,TBD,Metal,Vessel,Car Wreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!). This car was first reported by the Puget Soundkeeper Alliance on January 21st, 2025. Their field team stumbled upon the car while conducting ROV dives in the area.",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,no,3June2026,,,NA,Updated Footage,Historical Footage,Boat
47.62804,-122.33802,LU103,Smalll Wooden Boat,Shipwreck,Small wooden boat,Unknown,#N/A,TBD,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,yes,6May2026,,,NA,First Footage,No Footage,MOHAI Park
47.627524,-122.338353,LU104,Small Dock,Infrastructure,Small dock,15' x 6',#N/A,TBD,Wood,Infrastructure ,Unknown,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,yes,5May2025,,,NA,First Footage,No Footage,MOHAI Park
47.636574,-122.329833,LU105,Barge and Trailer (The Dump),Barge,"Small barge, trailer, debris field",NA,#N/A,NA,Metal,Debris,Man Made,N/A,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,yes,yes,2June2026,,,NA,First Footage,No Footage,Boat
47.648319,-122.345848,LU106, Wooden Wreck,Shipwreck,Wooden boat,22 x 8,#N/A,3,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,Na,NA,NA,NA,NA,NA,NA,NA,NA,,NA,no,no,30June2026,,,NA,First Footage,No Footage,Seacraft Yacht Sales Piers
47.64855,-122.346517,LU107,Small Wooden Boat,Shipwreck,Small wooden boat,15 x 5,n/a,,Wood,Vessel,Shipwreck,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,41,yes,NA,15' x 5',"15' Length, 5' Width",http://www.dcsfilms.com/Site_4/Lake_Union_boats_sink.html,https://vimeo.com/35357451?fl=pl&fe=sh,NA,no,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Lake Washington Rowing Club
47.635528,-122.338281,LU108,Tree Trunks,Debris,Tree Trunks,NA,n/a,NA,Wood,Debris,Organic,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,5,yes,NA,NA,Tree Trunks,http://www.dcsfilms.com/Site_4/Sea_Bee.html,https://youtu.be/OvlHtjmf_Mo?si=uWwzObgkc5yHEVzG,NA,no,no,NA,NA,NA,NA,Historical Footage,Historical Footage,Boat
47.628798,-122.33372,LU109,Geological Feature,,,15' x 8',n/a,NA,,Geology,Geology,Geology,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,5May2026,NA,NA,NA,First Footage,No Footage,Boat
47.6496,-122.3543,LU110,Car Wreck,,,,24,,,Vessel,Car Wreck,Metal,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,21July2026,24,26,NA,First Footage,No Footage,Boat
47.64836712,-122.3265117,LU111,Small Wood Dock,,,,28,,,Infrastructure ,Man Made,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21July2026,28,28,NA,First Footage,No Footage,Boat / Thunderbird Marina
47.64572379,-122.3319279,LU112,Logs,,,,n/a,,,Debris,Organic,Wood,"Shipwreck City has explored this target, and we're working on an updated description (coming soon!).",No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21July2026,,,NA,First Footage,No Footage,Boat
